2.1215,1.4767,1.9367,2.0263,1.3517,1.1636,1.3438,1.4511,1.4409,1.6396,1.9004,1.6844,1.7208,1.2964,1.3815,2.1062,1.5956,1.432,1.4381,1.6636,1.7158,2.2798,1.5634,2.0128,1.4859,1.7825,1.9871,1.573,1.9276,1.8666,1.758,1.2995,1.4323,2.2725,2.0052,2.001,1.4,1.8794,1.4918,1.4582,1.8041,2.2781,1.5015,1.5962,1.3984,1.9415,2.1638,1.6638,1.795,1.5413,1.9826,2.2447,1.4412,2.108,1.986,1.3989,1.6845,1.5215,2.0624,1.517,1.3418,1.5416,1.5303,1.2504,2.2433,1.6582,1.5426,1.1469,1.6777,1.4367,1.5216,1.3969,1.5391,2.2932,1.8284,1.2943,1.7936,1.6908,1.2157,1.4485,2.1153,1.936,1.726,1.4834,1.7535,1.8728,1.389,1.1219,1.8018,1.6817,1.876,1.4834,2.242,1.9879,1.6179,1.9195,1.1668,1.7311,1.9054,1.5673,1.1759,1.9538,1.1178,1.5987,1.8663,1.1536,2.2774,1.2184
1.148631228,1.125353071,1.477209587,1.674512837,1.370929963,1.540245256,2.114338525,1.273867994,2.231441204,1.256604101,1.339644688,1.644628041,2.088923861,1.338438895,1.31380186,2.135432787,1.927760872,1.986091465,2.197388987,1.259307885,1.396185027,1.349493048,1.631268016,2.271003999,1.107196801,1.807683852,1.888042021,2.264740018,2.26849079,1.180818992,1.919916597,2.112272954,1.752033296,1.314799759,2.091931941,1.614179007,2.034737741,1.32427702,1.692021221,2.237785115,1.422734363,1.72260915,1.312703506,2.226304354,1.315410568,1.374535119,2.174190478,1.359437437,1.960425571,1.314492804,1.951681679,2.060721344,1.850716529,2.195744623,2.165346025,1.676029334,1.62506074,1.187225269,1.757495779,2.120757439,2.086924776,2.106828853,1.564216863,2.291225602,1.334597054,1.409220279,1.748126217,2.276672719,2.256523221,1.750172404,1.809011211,1.449800491,1.388502529,1.101291454,1.256056181,1.572337876,1.693944449,1.745755779,1.480638948,1.503840858,1.584612943,1.325237727,1.374140192,1.593229788,1.260849736,2.203334648,1.675162045,2.10718284,1.696472614,1.40693696,1.418055123,1.313908912,1.214323188,1.521802763,1.119471913,2.17627987,1.653339233,1.683202971,1.805893162,1.817783802,1.884012893,1.157775821,1.179665558,1.326072908,2.117910747,1.498682259,1.785945785,2.049557604
2.164881389,2.269497776,1.229984948,1.436106557,1.990307512,1.228574391,2.022014107,1.986326818,1.225925996,1.175331016,1.6845705,1.371515058,1.167186055,1.311134298,1.185392733,1.860481083,1.936661422,2.143408933,1.478106591,1.890250658,1.384700276,2.197047569,1.275328759,2.02327723,2.270272967,2.099626409,2.205463567,1.340528547,2.049412677,1.474838649,1.978138617,2.030327724,2.217649154,2.120356833,1.713289032,1.293896108,1.143227153,2.104599732,1.79411288,1.461490232,1.929145312,1.115152206,2.060182218,1.403254357,2.109986264,1.172604605,1.507493855,1.46691844,2.016654733,1.51952198,2.111788368,2.21349527,2.198897342,1.402463174,2.139986538,2.241068711,1.25672296,2.150865284,1.156349063,2.03273417,1.83450818,2.024206165,2.121083047,1.599403576,1.212174801,2.154489796,1.608822406,1.343003333,1.85018792,1.866443404,1.149251877,1.219636307,1.11788708,1.871818686,1.984146107,1.242453982,1.900114743,1.630338606,2.111698856,1.277390037,1.978634845,1.16039686,2.175484822,1.871429629,1.823782177,2.291450063,1.68611046,2.208640934,1.763683128,1.457702628,2.078074356,2.091439029,1.874030252,2.048152306,1.914092643,1.193891782,1.212636979,1.324575923,1.814281345,2.276035656,1.494691438,1.647618372,1.980524844,1.10260532,1.480113123,2.254244451,1.265155391,2.208734027
1.886035742,1.292755631,2.027583519,2.058797609,1.591699895,1.326489765,1.855666697,1.802485601,1.252035677,1.853252502,1.949006483,1.941520809,1.469622666,1.747829667,1.784722079,2.090016264,1.70027963,1.218119882,1.619178793,2.166554909,2.293521683,2.228219522,1.843895662,2.161816175,1.666776525,2.080500701,2.00959346,1.363164356,1.980769792,2.237952865,2.167733223,1.297391586,1.490073177,1.35090966,1.645980139,1.33165522,1.253507066,1.630202633,1.325686647,1.734435641,2.299955065,1.132242915,2.141548966,1.933375338,1.439818006,1.839702967,1.11338262,1.368381715,1.31070187,2.134831303,1.935263264,1.205566003,1.376243734,2.111115806,1.374767878,2.252920751,1.209839353,1.218582914,1.939144697,2.279897037,1.360116392,1.428276821,1.405225181,1.839219634,1.228414538,2.153010869,2.268752669,2.078136278,1.383053283,1.333277185,2.080958277,2.041615746,1.595742925,2.229771088,2.111148506,2.06701731,1.987094631,1.545201489,2.239196909,1.76673832,1.456580393,1.518102796,1.541156742,1.377557836,1.118431429,1.263390812,2.261249332,2.245787467,2.051651788,2.045311978,1.295609901,1.246655471,2.141493997,1.939861965,1.964852236,1.307519156,1.823761774,2.190262329,2.022451823,1.347411826,1.708587264,2.273229121,1.865322227,2.226875207,2.006427614,1.844579899,1.307980448,2.089449562
1.836092705,1.489850793,1.772426904,1.664205784,2.182843059,1.317650703,1.913277132,2.281575193,1.958357076,1.649855357,1.433858743,1.90836924,1.733268301,1.393209353,1.214608167,1.742478967,1.606778435,1.380138546,1.161152883,2.046039052,1.510835912,1.455227427,1.2551089,1.214199459,1.532424542,1.363700753,2.172855886,1.418475713,1.525504185,1.56699683,2.031138591,1.808705377,2.116579909,1.647571661,2.134524345,2.245936742,1.14191622,1.639998991,1.214995402,2.216021617,1.267478319,2.222433435,1.326325186,2.150728435,1.413313299,1.587238101,1.69775438,1.63240883,1.478601477,1.433266085,1.67701033,2.164541623,1.487500739,1.52438638,1.995554449,1.785651976,2.275556477,1.165107807,1.692635249,1.615793444,1.100933785,1.48709769,1.713692449,1.996354455,1.563679223,1.35632766,2.261988356,1.869838531,1.168044212,1.718859755,1.934015561,1.261621181,1.958001992,1.620599442,2.046901198,2.299448209,1.697320946,1.285892091,2.146863732,1.815777605,1.443674558,1.81707948,1.865033996,1.981709962,1.658651156,2.269057681,2.242880619,1.978462157,2.164963267,1.124770716,1.481200063,2.052671789,1.177275402,1.333992195,1.717151433,2.260777028,2.128822991,1.82507974,1.624645663,1.375410507,2.03520356,1.181614505,1.871745387,1.810478701,2.136785169,2.221931635,1.776578504,1.683238669
1.821922129,2.215891006,1.607796102,2.028187368,1.686463943,2.225368603,1.943195084,1.988271969,1.988825086,2.012514146,1.795886837,1.615124138,2.067730477,1.173293325,1.685950403,2.193849522,1.396135236,1.262299537,2.091352742,2.215421083,1.466942695,1.880382948,2.092049244,1.717890652,2.162919823,1.475984563,1.510178216,1.625876529,1.402315738,1.73131242,1.827093387,1.89058902,1.41431807,2.109696985,1.44028927,1.349893521,2.276938117,1.556888594,2.228743461,2.135255606,2.0364737,1.928857373,1.304918382,1.296879055,2.234653834,2.266929819,1.140733791,1.172718481,2.2506534,1.305217395,1.242648763,1.540166043,2.129965202,2.243727338,1.181112334,1.96127579,2.232381867,1.582097429,1.8936534,1.346486661,2.003094575,2.118762843,1.682129921,1.813816921,1.813286477,1.963280675,2.155954989,1.417245503,1.207886938,2.211682704,1.779713605,2.203740025,1.534667539,1.922165169,2.120657128,2.241712533,1.341329923,2.026626958,1.129119104,1.58081324,1.583213434,1.62296229,2.213660714,1.74543409,2.184893313,1.337787642,2.271890732,1.786473306,2.106911824,1.816485138,1.738867987,2.039285856,1.911767112,1.811967449,1.756355341,1.636458683,1.776465168,1.200200663,1.936664308,2.221169545,2.295907053,2.004551782,2.088352289,1.403311918,2.290319158,1.426498864,1.917807717,1.616988238
1.722427973,1.158225777,1.400021143,1.221827214,2.139012158,1.437317441,2.28085868,1.759032281,1.485717633,2.03159348,1.901235316,1.316754052,1.40971076,2.035066359,2.101918417,1.557280215,1.279397261,1.435380664,1.612831755,1.589646715,2.236766714,1.127161644,1.144799029,1.909887228,1.79853911,1.650423388,2.111950216,1.374518801,1.379900701,1.886334754,1.176378679,1.82770864,1.136884822,1.804752913,1.956630928,1.498538296,1.763104185,1.944962562,2.121712897,1.484662758,1.945949854,1.576086047,1.414544609,1.139250781,1.32245381,1.669036152,1.243425268,1.468505783,1.633860622,1.713019648,2.227796744,1.784542236,2.040388542,2.141258993,1.840112094,1.65461256,1.123492534,2.12952443,1.408581968,1.62729211,2.250161045,1.334692376,1.445723921,1.942224563,1.25972401,1.254062928,1.78020157,2.022708936,1.793592066,1.520868135,2.241125738,1.991168076,1.695842745,1.993947598,1.407940302,2.173747383,2.099254861,1.100906761,1.52562332,1.565019331,1.870657945,1.283161638,1.976877122,1.913018399,1.38282278,1.952298241,1.316227315,1.850965681,1.343321385,1.982678623,1.280694881,2.031150011,2.007125059,1.488099798,2.016965345,2.107681288,1.111734108,2.112733726,2.274752772,1.17339343,1.439115512,2.020111399,2.070938833,1.324792762,1.947061676,1.716051304,2.232606706,1.302445875
1.370463259,2.008614679,2.245524541,1.519606789,1.158743493,1.698100646,1.602422476,2.049877386,1.366579004,2.115363392,1.993938625,1.194508263,1.997005281,1.787181349,1.767332695,1.8568285,1.705252736,2.105316915,1.818210409,2.051070411,1.910985469,1.787397841,1.123149701,1.692630258,1.380432163,1.178590179,1.630514841,1.74716134,1.978054465,1.333785615,1.214728357,1.468366432,2.062613996,2.046069328,2.207775281,2.200681773,1.753554536,1.426063369,1.919758135,1.609388078,1.112398234,1.244087905,1.395430237,1.132345341,1.59073849,1.726726745,2.202817582,1.587794489,1.876119335,1.526273434,1.181747532,1.852280881,1.800719427,1.17838825,1.482597261,1.905631968,2.15347133,1.757300047,2.041689076,1.376316467,1.872693828,1.773957001,1.234124657,1.821773794,2.161146273,1.940708274,1.455676215,1.876012593,2.139631341,2.102118176,2.058757526,1.637082828,1.85097286,1.836925309,2.063382411,2.139498236,1.841708611,1.612598281,1.827920041,1.969043209,2.037551049,2.235919448,1.846223939,2.203599709,1.27320251,2.261784897,2.05438697,1.150576084,2.1631951,1.962531947,2.117445171,2.056529346,2.069580727,2.038558537,1.204167016,1.978851197,2.02791715,2.185648009,1.200659047,1.378829442,1.945834974,1.561430007,1.248964765,1.92981679,2.132719455,1.205396824,2.196208817,1.539513729
1.447988953,1.781821425,1.916040489,1.953347294,1.516863752,1.802366766,1.795804177,2.212992704,2.286225889,2.04229044,1.875525629,1.412405116,1.320192097,1.717709698,1.864512925,2.248526084,2.058756026,1.71099945,2.119669456,1.469684522,1.747678482,1.184168426,1.742243274,2.223127162,1.204336852,2.107825221,1.563462198,1.839823131,2.212759023,1.656362175,1.701764902,1.619316775,2.216404069,2.281977004,2.234157964,2.066989965,1.961171735,2.248857635,1.765141193,2.157887788,1.691258575,1.723179306,2.072974243,1.798519321,2.048321191,1.359364577,1.617630427,1.136266715,1.921170635,1.667666044,2.018836801,2.083462621,1.500560015,1.882806965,2.124509834,1.531631364,2.076613752,1.59574504,2.267375428,1.843995911,1.641918875,1.932137498,2.066712878,1.282158444,1.79809079,2.076177762,1.882517279,1.274609791,1.634092868,1.970305493,1.460814455,2.11941036,2.282436708,2.074822591,1.718895216,1.803088741,1.546870263,2.119917323,1.648474289,2.091071057,1.782616124,1.580025217,2.022178162,1.872505241,1.124791061,1.218092163,1.140702003,2.176590341,1.847398138,1.749543312,1.541710109,1.312915428,1.271066852,1.354434801,1.435532551,1.758739042,1.439367757,1.601899044,1.851775656,2.10574866,2.268532393,1.760901341,2.039051098,1.267646471,1.155102458,1.359998079,1.165308491,1.660054806
2.053985556,1.878211561,1.714171372,1.820059783,2.188352249,2.048593686,1.833989782,2.177412795,2.167345407,1.311827524,1.528991787,1.786104583,1.535914324,1.551349001,1.593989512,2.195220409,1.364545006,1.81698313,1.223178124,2.286218021,1.899091542,1.736272643,1.898892066,1.541010252,1.805531129,1.249450573,1.842927212,1.838832682,1.207282442,1.40854149,1.332200096,1.485985336,1.526052557,1.33857014,1.195023169,1.123639416,1.85384608,2.080774765,1.48798818,1.263857967,1.97255014,1.73691756,1.937664284,2.287787606,2.084131485,1.114855051,1.110339501,1.883712996,2.095588744,1.392661912,2.052130357,1.979458171,1.688787941,1.167263362,2.087550411,2.033860075,2.086970903,1.86509366,2.064934501,2.177188532,2.155459425,2.189444061,1.862049941,1.121245193,1.749552227,1.137854658,1.680664174,1.549452705,1.34146397,1.384928228,2.118414964,2.061066864,1.144461668,2.006413453,1.862301403,1.180236689,1.557666076,2.014342666,1.117443445,1.973423031,1.578423511,1.189052998,1.115935498,1.299352392,1.781966671,1.136068156,2.24214896,2.116934722,1.518341709,1.525295132,1.361714791,1.660735228,1.868823783,1.2865252,1.241475175,1.402418659,1.123472754,1.703920376,1.728211092,1.858461699,1.652955117,2.265621108,1.134355496,2.287064839,1.358667577,1.541646443,2.271250255,1.21717533
