1.2224,2.1456,1.8116,2.1075,1.4675,1.8359,1.2221,2.2411,1.8835,1.876,1.8055,1.6376,2.0078,2.1666,1.9005,1.7578,2.2089,1.1226
1.513329671,1.186814108,1.892975814,1.609356948,2.254454762,1.263110589,2.112207744,1.816635687,1.951111967,1.715987379,1.22413409,1.559801444,2.110079056,1.287917025,1.135820455,1.14230892,1.302144793,1.770256535
1.224873564,1.511152458,1.879235857,2.142030407,1.121915056,2.216586992,2.043251962,1.419614293,1.850844617,2.195901984,2.244410249,1.754035507,1.12126945,1.563835822,1.87823858,1.751991832,2.064354925,1.49301151
1.516156678,1.365621675,1.259338009,1.728838923,1.229172313,1.716572821,1.587873741,2.114787308,2.144037635,1.648875345,1.278309444,1.39053134,1.779012837,1.455177897,1.341324338,1.521736788,2.175343391,2.104782976
1.180262824,1.772523136,1.271141516,1.289748038,1.52451292,1.642126284,1.992162684,1.663653199,1.20254397,1.270358125,1.999027515,1.990146987,2.221846336,1.79351099,2.144293327,2.164788821,2.002164839,1.27237689
1.892771304,1.205265086,1.95110138,2.276628176,2.154658243,1.501707195,1.284476603,1.21540443,1.376408221,2.200875767,2.156221941,2.198395562,1.179913378,1.484445407,2.206350134,1.580757964,2.113711285,1.682287818
1.563637893,1.674688536,1.434023595,1.715005889,1.289116032,1.198191316,1.268678747,1.928408688,1.55092658,1.241588551,1.435560216,2.146183807,2.074832186,1.44232416,1.391094779,2.295585763,1.476283096,1.343545884
2.083107021,2.016523612,1.765885654,1.776219006,1.340542754,1.572800502,1.361456557,1.731320684,2.030445156,1.88757588,1.236710252,2.064418094,2.25819025,2.177853202,2.200254553,1.704583177,1.862721646,1.430278423
1.382465356,2.166467931,1.995122607,2.207158035,1.462937392,1.814431687,1.163624768,2.208900516,1.783126945,1.803963089,1.415765371,1.443349971,1.868971311,1.973265413,1.404809865,2.075162274,1.135915153,1.183312054
1.671425652,1.183923294,1.22074133,1.942256877,1.11188918,1.164154214,1.308584489,2.173362372,1.711798143,1.570463384,1.8011418,2.22971303,1.73131324,2.105062228,1.661051731,1.760372688,1.869384984,1.90462015
